status,slug,name,area,category,address,lat,lng,kakao_map_url,main_menu,price_text,summary,source_name,source_type,source_url,appeared_at,image_candidate_url,image_source_type,image_risk_level,duplicate_status,note
needs_coordinate,jeonhyun-nampo-yeosongje,여송제,남포동,한식,부산 중구 광복로18번길 5,,,,냉채족발·특별한족발,(미확인),"남포동 족발거리 30년 전통, 냉채족발·특별한족발 두 메뉴만 (전현무계획 곽준빈 추천)",전현무계획2,tv,https://www.gukjenews.com/news/articleView.html?idxno=3159804,2024-12-13,,,none,unique,"방송·식당명 국제뉴스 확인. 주소는 블로그 출처로 기사 재확인 안 됨 → 주소·좌표 확인 필요. 가격 미확인."
needs_coordinate,jeonhyun-gwangalli-biwa-suljan,비와술잔,광안리,일식,부산 수영구 황령대로489번길 49-8 1층,,,,이모카세 코스,"이모카세 코스 35,000~39,000원 (출처 간 불일치)","일본 15년 경력 이모님의 합리적 가격 이모카세 전문점 (전현무계획 곽준빈 추천)",전현무계획2,tv,https://www.gukjenews.com/news/articleView.html?idxno=3159804,2024-12-13,,,none,unique,"방송·식당명 국제뉴스 확인. 가격 출처 불일치, 주소 출처 약함 → 가격·주소·좌표 확인 필요."
needs_coordinate,jeonhyun-sasang-andong-doejigukbap,안동돼지국밥,사상,돼지국밥,부산 사상구 백양대로 712 (또는 718 출처 불일치),,,,돼지국밥(따로국밥),"돼지국밥 10,000원","부산 출신 곽준빈이 ''가장 맛있는 돼지국밥''으로 꼽은 사상 로컬 국밥집",전현무계획,tv,https://www.busan.com/view/busan/view.php?code=2025112715301742387,2025-11,,,none,unique,"부산일보로 식당명·주소·메뉴 확인. 주소 번지 712/718 불일치, 정확한 방영일 미상 → 주소·방영일·좌표 확인 필요."
needs_coordinate,saengdal-haeundae-mainichi,마이니치,해운대,카페/베이커리,부산 해운대구 대천로 187 1층 107·107-1호,,,,식빵·쿠론·페이스트리,(미확인),"양태영 달인의 해운대 베이커리, 촉촉한 식빵과 프랑스식 쿠론이 대표 (생활의 달인 빵의 전쟁)",생활의 달인 960회,tv,https://www.lecturernews.com/news/articleView.html?idxno=167320,2024-12-02,,,none,unique,"방영(960회) 한국강사신문 확인. 주소 블로그 출처 → 주소·좌표 확인 필요."
needs_coordinate,saengdal-dongu-choryang-ondang,초량온당,기타,카페/베이커리,부산 동구 초량중로 135,,,,맘모스빵·찹쌀빵·단팥빵,(미확인),"자매 달인이 전통 빵에 현대 감각을 더한 초량 베이커리, 맘모스빵이 대표 (생활의 달인 빵의 전쟁)",생활의 달인 960회,tv,https://www.lecturernews.com/news/articleView.html?idxno=167320,2024-12-02,,,none,unique,"방영(960회) 확인. area 동구→기타. 주소 블로그 출처 → 주소·좌표 확인 필요."
needs_coordinate,saengdal-yeonje-q-ze,큐제,연제,카페/베이커리,부산 연제구 중앙대로1043번길 34 시청역 SK뷰 112호,,,,크루아상·무화과 호밀빵·페이스트리,(미확인),"황보하은·파블로 달인의 퓨전 베이커리, 무화과 호밀빵과 크루아상이 특징 (생활의 달인 빵의 전쟁)",생활의 달인 960회,tv,https://www.lecturernews.com/news/articleView.html?idxno=167320,2024-12-02,,,none,unique,"방영(960회) 확인. 주소 블로그 출처 → 주소·좌표 확인 필요."
needs_coordinate,saengdal-dongu-bnc-jegwa,비엔씨제과,기타,카페/베이커리,부산 동구 중앙대로226번길 13-3 1층 (초량점),,,,통팥빵·슈크림빵·크림치즈 바움쿠헨·파이만쥬,(미확인),"1974년 2대째 부산 노포 빵집, ''부산 3대 빵집''으로 불리며 통팥빵·파이만쥬가 명물 (생활의 달인 빵의 전쟁)",생활의 달인 961회,tv,https://m.news.nate.com/view/20241209n38014?mid=e02,2024-12-09,https://www.instagram.com/bncbakery_official/,sns(공식 인스타그램),REVIEW,unique,"방영(961회) 네이트 기사 확인. area 동구→기타. 주소 블로그 출처 → 확인 필요. image 공식 인스타(저작권 확인 필요)."
needs_coordinate,live-today-seomyeon-choegane-eomma-nakji,최가네엄마낙지,서면,분식/길거리,부산 부산진구 중앙대로989번길 43,,,,낙곱새(낙지곱창새우),(미확인),"낙지·곱창·새우를 한 번에 즐기는 서면 낙곱새 전문점",생방송 투데이,tv,https://www.kyeongin.com/article/1218900,2017-12-20,,,none,unique,"경인일보(언론) 방송 확인. 2017년 방영(오래됨) → 영업 지속·메뉴/가격·좌표 확인 필요. 기존 광안리 낙곱새와 다른 업소."
needs_coordinate,samdae-saha-bokseong-banjeom,복성반점,기타,중식,부산 사하구 하신중앙로 289,,,,해물짬뽕,"짬뽕 10,000원·사천짬뽕 12,000원·짜장면 7,000원·탕수육 28,000원","한치를 넣어 푸짐한 ''부산 3대 짬뽕''으로 꼽히는 하단 노포",백종원의 3대천왕,tv,https://www.veritas-a.com/news/articleView.html?idxno=49113,2015-10-23,,,none,unique,"베리타스알파(언론) 방송 확인. area 사하구→기타. 2015년 방영(오래됨) → 영업/메뉴 재확인 권장. 좌표 미확인."
needs_source,live-today-haeundae-mipojip,미포집,해운대,회/해산물,부산 해운대구 달맞이길62번길 3,,,,미녀해물장 정식·전복솥밥·문어솥밥,"미녀해물장 정식 30,000원(2인~)·솥밥 각 18,000원","40년 전통 간장에 해물을 숙성한 해물장 정식과 솥밥으로 알려진 달맞이길 맛집",생방송 투데이 3105회,tv,https://onlmenu.com/bbs/board.php?bo_table=sb&wr_id=2387,2022-08-02,,,none,unique,"출처가 맛집 게시판(onlmenu)이라 1차 언론 아님 → 방송 출처 보강 필요. 2022년 방영(오래됨). 좌표 미확인."
needs_source,samdae-gwangalli-mad-dogs,매드독스,광안리,양식,부산 수영구 광안해변로 235,,,,오리지널 시카고 피자·슈프리모 시카고 피자,"오리지널 28,000원·슈프리모 29,000원","광안대교 오션뷰에서 즐기는 정통 시카고 딥디시 피자",백종원의 3대천왕 77회,tv,https://kr.trip.com/blog/busan-famous-delicious-restaurants/,,,,none,unique,"출처가 여행 블로그(trip.com)뿐, 방송일 미상 → 방송 출처 보강 필요. 좌표 미확인."
needs_source,samdae-namgu-mozart,모짜르트,남구,양식,부산 남구 유엔평화로76번길 26 가람빌딩,,,,명품수제함박스테이크·생돈까스,"함박스테이크 15,000원·생돈까스 12,000원·비후까스 14,000원","부산문화회관 옆 클래식이 흐르는 옛날 경양식집의 소고기 함박스테이크",백종원의 3대천왕 66회,tv,https://kr.trip.com/blog/busan-famous-delicious-restaurants/,,,,none,unique,"출처가 여행 블로그(trip.com)뿐, 방송일 미상 → 방송 출처 보강 필요. 주소·가격 다이닝코드 교차확인. 좌표 미확인."
needs_source,samdae-nampo-gohyang-kimchi-jeongol,고향김치전골,남포동,한식,부산 중구 중구로29번길 26,,,,김치전골·양곱창 김치전골,"김치전골(소) 25,000원~·양곱창 김치전골(소) 30,000원~","직접 담근 묵은지로 끓여내는 부평동 김치전골 노포",백종원의 3대천왕(귀속 혼선),youtube,https://www.youtube.com/watch?v=LLMDfCwyLiw,,,,none,unique,"공식 클립 제목은 ''3대천왕 부산 김치전골''이나 일부 아카이브는 ''생생정보통''으로 표기 → 프로그램 귀속 확인 필요. 주소 다이닝코드 확인. 좌표 미확인."
