post_office,recommendation_number,official_restaurant_name,normalized_restaurant_name,selected_years,address,phone,main_menu,price_text,business_hours,pdf_page,kakao_place_id,kakao_url,lat,lng,matched_restaurant_id,matched_restaurant_name,matched_slug,current_source_type,existing_trust_source,classification,match_reason,proposed_slug,recommended_image_filename,official_source_url,review_note
동래우체국,7,더라이스,더라이스,2024|2025|2026,부산광역시 동래구 동래로79번길 26,070-7576-2345,"소금빵 ₩3,000 | 쌀샌드위치 ₩8,900 | 비건쌀식빵 ₩7,200 | 수제마카롱 ₩2,500","소금빵 ₩3,000 | 쌀샌드위치 ₩8,900 | 비건쌀식빵 ₩7,200 | 수제마카롱 ₩2,500",09:30-19:00 | 일요일 휴무,7,161869871,http://place.map.kakao.com/161869871,35.209488807376054,129.0816442069406,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-dongnae-07,postoffice-dongnae-07.jpg,OFFICIAL_URL_REVIEW,
동래우체국,8,베르,베르,2025|2026,부산광역시 동래구 동래로79번길 30,0507-1424-5689,"피스타치오 파스타 ₩18,000 | 프렌치토스트 ₩15,000 | 크리스피샌드위치 ₩15,000","피스타치오 파스타 ₩18,000 | 프렌치토스트 ₩15,000 | 크리스피샌드위치 ₩15,000",10:00-18:00 | 일요일 휴무,7,1853942946,http://place.map.kakao.com/1853942946,35.1596388517291,129.064687721678,,,,,,REVIEW,kakao_gu_mismatch,,,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
남부산우체국,1,황령산 보쌈,황령산 보쌈,2024|2025|2026,부산광역시 수영구 황령산로8,051-627-1321,"보쌈 ₩32,000/₩42,000/₩50,000","보쌈 ₩32,000/₩42,000/₩50,000",화-일 11:30-22:30 | 월요일 휴무,8,10966906,http://place.map.kakao.com/10966906,35.147645817052805,129.10957883070878,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-nambusan-01,postoffice-nambusan-01.jpg,OFFICIAL_URL_REVIEW,
남부산우체국,2,스위스제과,스위스제과,2024|2025|2026,부산광역시 수영구 광남로 45,051-623-5885,"밤식빵 ₩6,800 | 레몬파운드 ₩4,000 | 케익 ₩29,000~","밤식빵 ₩6,800 | 레몬파운드 ₩4,000 | 케익 ₩29,000~",06:30-24:00,8,9224093,http://place.map.kakao.com/9224093,35.146792225040244,129.11171048369047,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-nambusan-02,postoffice-nambusan-02.jpg,OFFICIAL_URL_REVIEW,
남부산우체국,3,구름고개카페,구름고개카페,2024|2025|2026,부산광역시 남구 황령산로 260,051-627-8685,"카페라떼 ₩6,500 | 아메리카노 ₩6,000 | 허브티 ₩6,500","카페라떼 ₩6,500 | 아메리카노 ₩6,000 | 허브티 ₩6,500",11:00-22:00,9,16465882,http://place.map.kakao.com/16465882,35.15927454189531,129.0958631803085,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-nambusan-03,postoffice-nambusan-03.jpg,OFFICIAL_URL_REVIEW,
남부산우체국,4,소바재우재,소바재우재,2026,"부산광역시 수영구 광남로 4-1, 1층",0507-1312-8952,"유자온소바 ₩9,500 | 유자소바 ₩10,500 | 수제만두 ₩7,000","유자온소바 ₩9,500 | 유자소바 ₩10,500 | 수제만두 ₩7,000",11:00-15:00 | 17:00-20:00 | 19:30 라스트오더 | 월요일 휴무,9,1280383204,http://place.map.kakao.com/1280383204,35.1434784200677,129.109553529647,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-nambusan-04,postoffice-nambusan-04.jpg,OFFICIAL_URL_REVIEW,
남부산우체국,5,지밀레니얼,지밀레니얼,2024|2025|2026,"부산광역시 남구 진남로 135, B동 1층",051-635-5005,"아메리카노 ₩5,000 | 아인슈페너 ₩7,000 | 아몬드크림라떼 ₩6,500","아메리카노 ₩5,000 | 아인슈페너 ₩7,000 | 아몬드크림라떼 ₩6,500",10:00-21:50 | 21:20 라스트오더,9,279644293,http://place.map.kakao.com/279644293,35.1387655076756,129.080104758839,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-nambusan-05,postoffice-nambusan-05.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
남부산우체국,6,구자윤 과자점,구자윤 과자점,2024|2025|2026,부산광역시 수영구 수영로705번길 15,051-752-4811,"생크림 팡도르 ₩6,800 | 소금빵 ₩2,400 | 단팥빵 ₩2,800","생크림 팡도르 ₩6,800 | 소금빵 ₩2,400 | 단팥빵 ₩2,800",08:00-23:00,9,26428257,http://place.map.kakao.com/26428257,35.168547556658,129.116578253405,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-nambusan-06,postoffice-nambusan-06.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
남부산우체국,7,부산돼지국밥,부산돼지국밥,2026,부산광역시 수영구 남천동로 107,051-622-4555,"돼지국밥 ₩10,000 | 순대섞어국밥 ₩10,000 | 수육(대) ₩38,000","돼지국밥 ₩10,000 | 순대섞어국밥 ₩10,000 | 수육(대) ₩38,000",11:00-20:00,10,15894478,http://place.map.kakao.com/15894478,35.14549589175241,129.11158263031086,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-nambusan-07,postoffice-nambusan-07.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
남부산우체국,8,금강 복아구전문점,금강 복아구전문점,2026,부산광역시 수영구 남천동로9번길 62,051-623-1193,"복탕 ₩15,000 | 생밀복 ₩20,000 | 아구찜(중) ₩50,000","복탕 ₩15,000 | 생밀복 ₩20,000 | 아구찜(중) ₩50,000",11:00-21:00,10,638676502,http://place.map.kakao.com/638676502,35.1451902896209,129.111588995976,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-nambusan-08,postoffice-nambusan-08.jpg,OFFICIAL_URL_REVIEW,
부산사상우체국,1,수연이네,수연이네,2024|2025|2026,부산광역시 사상구 학장로 318-1,051-316-2788,"문어숙회 ₩29,000~ | 문어튀김 ₩39,000 | 랍스터 코스 2인 ₩95,000~","문어숙회 ₩29,000~ | 문어튀김 ₩39,000 | 랍스터 코스 2인 ₩95,000~",12:00-24:00 | 일요일 정기휴무,11,1264144799,http://place.map.kakao.com/1264144799,35.14882331183005,128.99995896376655,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-sasang-01,postoffice-sasang-01.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
부산사상우체국,2,호포장어마을,호포장어마을,2024|2025|2026,부산광역시 사상구 광장로 28,0507-1372-0737,"민물장어구이(1인분) ₩32,000 | 바다장어구이(1인분) ₩25,000 | 민물장어 곰탕 ₩14,000","민물장어구이(1인분) ₩32,000 | 바다장어구이(1인분) ₩25,000 | 민물장어 곰탕 ₩14,000",11:30-15:00 | 15:30-21:00,11,9603663,http://place.map.kakao.com/9603663,35.1622390102004,128.97956016057,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-sasang-02,postoffice-sasang-02.jpg,OFFICIAL_URL_REVIEW,
부산사상우체국,3,설화회초밥,설화회초밥,2024|2025|2026,부산광역시 사상구 새벽로 218,051-325-7513,"회 코스 ₩35,000~","회 코스 ₩35,000~",11:30-14:30 / 16:40-22:00 | 일요일 휴무,11,10486602,http://place.map.kakao.com/10486602,35.16046444106831,128.984690086275,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-sasang-03,postoffice-sasang-03.jpg,OFFICIAL_URL_REVIEW,
부산사상우체국,4,순풍삼계탕,순풍삼계탕,2024|2025|2026,부산광역시 사상구 사상로181번길 33,051-324-6622,"삼계탕 ₩15,000 | 전복삼계탕 ₩19,000","삼계탕 ₩15,000 | 전복삼계탕 ₩19,000",10:00-22:00,11,16669936,http://place.map.kakao.com/16669936,35.1597563884913,128.985443217797,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-sasang-04,postoffice-sasang-04.jpg,OFFICIAL_URL_REVIEW,
부산사상우체국,5,첨단돌솥감자탕 엄궁점,첨단돌솥감자탕 엄궁점,2026,부산광역시 사상구 낙동대로 784-13 휴그린아파트 상가 201호,051-321-5080,"파지감자탕(소) ₩37,000 | 매운뼈찜(소) ₩36,000 | 파지돌솥뼈해장국 ₩12,000","파지감자탕(소) ₩37,000 | 매운뼈찜(소) ₩36,000 | 파지돌솥뼈해장국 ₩12,000",09:00-22:00 | 월요일 휴무,12,,,,,,,,,,REVIEW,kakao_no_match,,,OFFICIAL_URL_REVIEW,kakao 미매칭
부산사상우체국,6,밥짓는부엌 한식뷔페,밥짓는부엌 한식뷔페,2026,부산광역시 사상구 학감대로 222번길 67,051-311-7469,"1인 ₩8,000 (매일 바뀌는 신선한 오늘의 반찬과 다양한 사이드 메뉴)","1인 ₩8,000 (매일 바뀌는 신선한 오늘의 반찬과 다양한 사이드 메뉴)",11:00-14:00 | 일요일 휴무,12,1010027728,http://place.map.kakao.com/1010027728,35.1511951787102,128.99334587443,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-sasang-06,postoffice-sasang-06.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
부산금정우체국,1,대박손칼국수,대박손칼국수,2026,"부산광역시 금정구 수림로20번길 21, 천호빌딩 1층",051-515-5295,"칼국수 ₩7,000 | 얼큰칼국수 ₩7,000 | 들깨칼국수 ₩7,500","칼국수 ₩7,000 | 얼큰칼국수 ₩7,000 | 들깨칼국수 ₩7,500",10:30-19:30 | 토요일 휴무,13,24574146,http://place.map.kakao.com/24574146,35.2406506717372,129.090208503656,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-geumjeong-01,postoffice-geumjeong-01.jpg,OFFICIAL_URL_REVIEW,
부산금정우체국,2,유림정,유림정,2024|2025|2026,부산광역시 금정구 상현로79번길 26,051-518-1189,"한우모듬(150g) ₩31,500 | 한우특선(140g) ₩35,000","한우모듬(150g) ₩31,500 | 한우특선(140g) ₩35,000",12:00-20:30 | 19:30 라스트오더 | 화요일 정기휴무,13,19375448,http://place.map.kakao.com/19375448,35.26710952761,129.113984213822,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-geumjeong-02,postoffice-geumjeong-02.jpg,OFFICIAL_URL_REVIEW,
부산금정우체국,3,북문국수,북문국수,2024|2025|2026,부산광역시 금정구 북문로 53,051-517-6626,"촌국수 ₩6,000 | 비빔국수 ₩8,000 | 해물파전 ₩15,000","촌국수 ₩6,000 | 비빔국수 ₩8,000 | 해물파전 ₩15,000",11:00-16:00,13,15713974,http://place.map.kakao.com/15713974,35.2534917867087,129.053709103342,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-geumjeong-03,postoffice-geumjeong-03.jpg,OFFICIAL_URL_REVIEW,
부산금정우체국,4,LAB 이흥용과자점 두실점,LAB 이흥용과자점 두실점,2026,부산광역시 금정구 금단로 80 LAB 이흥용과자점,051-581-1995,"저온숙성느림보(L) ₩5,100 | 명장전병종합1호 ₩15,200 | 명장카스테라 ₩17,500","저온숙성느림보(L) ₩5,100 | 명장전병종합1호 ₩15,200 | 명장카스테라 ₩17,500",(1층) 08:00-21:00 | (3층) 09:00-21:00 | 20:30 라스트 오더,13,,,,,,,,,,REVIEW,kakao_no_match,,,OFFICIAL_URL_REVIEW,kakao 미매칭
부산금정우체국,5,국수가,국수가,2024|2025|2026,부산광역시 금정구 수림로20번길 9,051-514-8118,"물국수 ₩6,000 | 칼국수 ₩7,000 | 추어탕 ₩9,000","물국수 ₩6,000 | 칼국수 ₩7,000 | 추어탕 ₩9,000",11:00-15:00 / 17:00-20:00 | 일요일 휴무,14,16217388,http://place.map.kakao.com/16217388,35.2401428785413,129.09018228818093,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-geumjeong-05,postoffice-geumjeong-05.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
부산금정우체국,6,강명장요리가,강명장요리가,2025|2026,"부산광역시 금정구 수림로20번길 36, 주1동 109호",051-516-8990,"초밥세트 ₩22,000/\30,000 | 명장런치코스 ₩45,000 | 명장디너코스 ₩60,000","초밥세트 ₩22,000/\30,000 | 명장런치코스 ₩45,000 | 명장디너코스 ₩60,000",11:00-15:00 / 17:00-22:00(주말 브레이크타임 없음) | 21:00 라스트오더,14,,,,,,,,,,REVIEW,kakao_no_match,,,OFFICIAL_URL_REVIEW,kakao 미매칭
부산사하우체국,1,해주냉면,해주냉면,2025|2026,부산광역시 사하구 낙동대로324번길 5,051-291-4841,"비빔냉면 ₩12,000 | 물냉면 ₩12,000 | 물밀면 ₩9,000 | 밀비빔 ₩9,000","비빔냉면 ₩12,000 | 물냉면 ₩12,000 | 물밀면 ₩9,000 | 밀비빔 ₩9,000",11:00-18:30 | 월요일 정기휴무,15,21295360,http://place.map.kakao.com/21295360,35.1006494109164,128.981723291788,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-saha-01,postoffice-saha-01.jpg,OFFICIAL_URL_REVIEW,
부산사하우체국,2,남해영양보리밥,남해영양보리밥,2024|2025|2026,부산광역시 사하구 제석로18번길 70,051-206-6336,"영양보리밥 ₩7,000","영양보리밥 ₩7,000",11:00-20:00,15,1263759699,http://place.map.kakao.com/1263759699,35.10247760389261,128.9746200573697,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-saha-02,postoffice-saha-02.jpg,OFFICIAL_URL_REVIEW,
부산사하우체국,3,한우지존,한우지존,2025|2026,부산광역시 사하구 장림로184번길 25,010-4553-6590,"등심(100g) ₩12,000 | 생갈비(100g) ₩12,000 | 꽃살(100g) ₩18,000","등심(100g) ₩12,000 | 생갈비(100g) ₩12,000 | 꽃살(100g) ₩18,000",12:00-22:00 | 월요일 휴무,15,653379672,http://place.map.kakao.com/653379672,35.0813600912049,128.968635968083,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-saha-03,postoffice-saha-03.jpg,OFFICIAL_URL_REVIEW,
부산사하우체국,4,화반,화반,2026,부산광역시 사하구 낙동대로 516번길 55,0507-1303-8727,"비빔밥+된장(김치)찌개 ₩10,900 | 제육두루치기(200g)+찌개 ₩12,900","비빔밥+된장(김치)찌개 ₩10,900 | 제육두루치기(200g)+찌개 ₩12,900",10:30-15:30 / 16:30-20:00,15,1568379577,http://place.map.kakao.com/1568379577,35.1133502174751,128.965707216297,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-saha-04,postoffice-saha-04.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
해운대우체국,1,해운대 하선집,해운대 하선집,2024|2025|2026,"부산광역시 해운대구 좌동순환로 395, 1층",0507-1340-1139,"양념돼지갈비(250g) ₩23,000 | 생돼지갈비(180g) ₩23,000 | (점심특선)한우육회비빔밥 ₩15,000","양념돼지갈비(250g) ₩23,000 | 생돼지갈비(180g) ₩23,000 | (점심특선)한우육회비빔밥 ₩15,000",11:00-22:00 | 21:00 라스트오더,16,1267052758,http://place.map.kakao.com/1267052758,35.162185059101525,129.17733769647893,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-haeundae-01,postoffice-haeundae-01.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
해운대우체국,2,송정횟집,송정횟집,2025|2026,부산광역시 해운대구 송정중앙로33번길 10,0507-1495-1085,"모듬회 ₩45,000~ | 고급모듬회 ₩53,000~ | 제철회 시세에 따라 다름","모듬회 ₩45,000~ | 고급모듬회 ₩53,000~ | 제철회 시세에 따라 다름",16:00-23:00 | 21:30 라스트오더 | 수요일 휴무,16,1300768661,http://place.map.kakao.com/1300768661,35.1826832201469,129.204425715884,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-haeundae-02,postoffice-haeundae-02.jpg,OFFICIAL_URL_REVIEW,
해운대우체국,3,꽃도새기 센텀점,꽃도새기 센텀점,2025|2026,부산광역시 해운대구 해운대로 173,051-784-2223,"꽃삼겹(120g) ₩11,900 | 꽃목살(120g) ₩11,900 | 양념목살(200g) ₩11,900","꽃삼겹(120g) ₩11,900 | 꽃목살(120g) ₩11,900 | 양념목살(200g) ₩11,900",11:30-23:00,17,542359032,http://place.map.kakao.com/542359032,35.1821575543398,129.1231173627975,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-haeundae-03,postoffice-haeundae-03.jpg,OFFICIAL_URL_REVIEW,
해운대우체국,4,방갈로끝집,방갈로끝집,2024|2025|2026,부산광역시 해운대구 청사포로128번길 66,051-704-1198,"조개구이 ₩45,000~ | 장어구이 ₩45,000~","조개구이 ₩45,000~ | 장어구이 ₩45,000~",12:00-06:00 | 연중무휴,17,18424364,http://place.map.kakao.com/18424364,35.1600456059009,129.189092026283,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-haeundae-04,postoffice-haeundae-04.jpg,OFFICIAL_URL_REVIEW,
해운대우체국,5,윤가네 신토불이보쌈,윤가네 신토불이보쌈,2024|2025|2026,부산광역시 해운대구 구남로29번길 35,0507-1425-1441,"보쌈+쟁반국수 ₩41,000~","보쌈+쟁반국수 ₩41,000~",11:00-20:50 | 수요일 휴무,17,10605895,http://place.map.kakao.com/10605895,35.16281291511996,129.16216281194465,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-haeundae-05,postoffice-haeundae-05.jpg,OFFICIAL_URL_REVIEW,
해운대우체국,6,충무김밥 김치수제비,충무김밥 김치수제비,2024|2025|2026,부산광역시 해운대구 중동1로 15-1,051-747-7383,"충무김밥 ₩7,000 | 김치수제비 ₩7,000","충무김밥 ₩7,000 | 김치수제비 ₩7,000",09:00-20:00,17,9463372,http://place.map.kakao.com/9463372,35.1636509725908,129.1614058784769,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-haeundae-06,postoffice-haeundae-06.jpg,OFFICIAL_URL_REVIEW,
해운대우체국,7,비안리안,비안리안,2025|2026,"부산광역시 해운대구 재반로 96-17, 1층",010-4044-3152,"매운오향장육 ₩28,000 | 비안리안탕수육 ₩25,000 | 가지만두 ₩12,000","매운오향장육 ₩28,000 | 비안리안탕수육 ₩25,000 | 가지만두 ₩12,000",17:30-23:00 | 월요일 휴무,18,1980103217,http://place.map.kakao.com/1980103217,35.187048998635,129.126094220352,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-haeundae-07,postoffice-haeundae-07.jpg,OFFICIAL_URL_REVIEW,
해운대우체국,8,그집한우,그집한우,2026,부산광역시 해운대구 중동1로19번길 12,0507-1410-6306,"갈비살(100g) ₩15,900 | 등심(100g) ₩17,900 | 육회(100g) ₩20,000","갈비살(100g) ₩15,900 | 등심(100g) ₩17,900 | 육회(100g) ₩20,000",13:00-22:00,18,1116729068,http://place.map.kakao.com/1116729068,35.1634223457594,129.162451091936,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-haeundae-08,postoffice-haeundae-08.jpg,OFFICIAL_URL_REVIEW,
부산진우체국,1,당감우체국카페,당감우체국카페,2026,부산광역시 부산진구 당감로10번길 13,0507-2085-4988,"연탄빵 ₩5,800 | 에그인헬 ₩11,900 | 함박스테이크 ₩13,900","연탄빵 ₩5,800 | 에그인헬 ₩11,900 | 함박스테이크 ₩13,900",09:30-22:00 | 화요일 정기휴무,19,1116758841,http://place.map.kakao.com/1116758841,35.1628737229431,129.040568051848,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-busanjin-01,postoffice-busanjin-01.jpg,OFFICIAL_URL_REVIEW,
부산진우체국,2,대성각,대성각,2024|2025|2026,부산광역시 부산진구 가야대로587번길 10,051-891-4544,"짜장면 ₩7,000 | 짬뽕 ₩8,000 | 탕수육 ₩22,000~","짜장면 ₩7,000 | 짬뽕 ₩8,000 | 탕수육 ₩22,000~",11:00-21:00 | 화요일 휴무,19,1715419634,http://place.map.kakao.com/1715419634,35.1552949428352,129.036176157654,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-busanjin-02,postoffice-busanjin-02.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
부산진우체국,3,조방낙지 가야점,조방낙지 가야점,2024|2025|2026,부산광역시 부산진구 가야대로 597,051-895-0076,"낙지볶음 ₩11,000 | 낙곱새볶음 ₩12,000","낙지볶음 ₩11,000 | 낙곱새볶음 ₩12,000",10:30-23:00,19,26884360,http://place.map.kakao.com/26884360,35.15512992727796,129.03725395466518,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-busanjin-03,postoffice-busanjin-03.jpg,OFFICIAL_URL_REVIEW,
부산진우체국,4,심청이왕족발,심청이왕족발,2024|2025|2026,부산광역시 부산진구 가야대로588번길 14,051-896-5357,"차가운 옛날족발 ₩27,000~ | 심청이 족발 ₩27,000~","차가운 옛날족발 ₩27,000~ | 심청이 족발 ₩27,000~",15:00-23:00 | 일요일 휴무,19,1953683526,http://place.map.kakao.com/1953683526,35.1540369613871,129.035798068665,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-busanjin-04,postoffice-busanjin-04.jpg,OFFICIAL_URL_REVIEW,
부산진우체국,5,연돼지국밥,연돼지국밥,2024|2025|2026,부산광역시 부산진구 범일로192번길 33,0507-1301-1376,"돼지국밥 ₩9,000 | 순대국밥 ₩9,000 | 모듬국밥 ₩10,000","돼지국밥 ₩9,000 | 순대국밥 ₩9,000 | 모듬국밥 ₩10,000",10:00-21:00 | 일요일 휴무,20,1415088420,http://place.map.kakao.com/1415088420,35.1468292204556,129.061649642976,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-busanjin-05,postoffice-busanjin-05.jpg,OFFICIAL_URL_REVIEW,
부산진우체국,6,왕짜장,왕짜장,2024|2025|2026,부산광역시 부산진구 진남로 505,051-852-0362,,,10:00-20:00,20,16731631,http://place.map.kakao.com/16731631,35.1692287569169,129.070928893434,,,,,,READY_FOR_IMAGE,kakao_verified,postoffice-busanjin-06,postoffice-busanjin-06.jpg,OFFICIAL_URL_REVIEW,kakao 동명 복수(주소확인필요)
